gameF100,623396
gameF50,4500143
gameF51,1642056
gameF52,43118
gameF53,44421873
gameF54,22917987
gameF55,11403751
gameF56,25693728
gameF57,64441091
gameF58,1434799
gameF59,471879444
gameF60,335187073
gameF61,96029403
gameF62,39958282
gameF63,29468002
gameF64,333038483
gameF65,46525502
gameF66,62255800
gameF67,4856179
gameF68,1585908387
gameF69,9305940
gameF70,55377105
gameF71,50092954
gameF72,172526646
gameF73,426528997
gameF74,722447
gameF75,376078075
gameF76,9465310
gameF77,334410186
gameF78,78217481
gameF79,230389
gameF80,133698983
gameF81,877271971
gameF82,4262696055
gameF83,250935130
gameF84,158574229
gameF85,8355802
gameF86,24795895
gameF87,14294983
gameF88,716700161
gameF89,4553946883
gameF90,19390477
gameF91,126897177
gameF92,435059
gameF93,696065205
gameF94,100320731
gameF95,8054291430
gameF96,2080074631
gameF97,10568777060
gameF98,245197720
gameF99,1615051
